t,s,x,y,psi,vx,vy,dpsi,delta,ax,ay,ddpsi,jerk,R_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin,v_lead,d_gap,Fy_f,Fy_r
23.000000,658.582990,660.137448,-3.106653,0.004948,30.904529,0.101755,0.002153,0.001911,0.127005,-0.604688,0.058934,0.018927,108.910262,-0.006045,0.074725,-0.000390,-2.095471,33.000000,658.582990,-3.193996,0.005231,0.000000,58.392385,21.200000,147.902090,-137.617927,-243.501925
23.050000,660.127904,661.682954,-3.095325,0.005115,30.910868,0.073600,0.003337,0.001408,0.126777,-0.563089,0.023686,-0.000539,108.581205,-0.010063,0.079115,-0.000411,-2.089132,33.000000,660.127904,-3.185820,0.005359,0.000000,59.937542,21.220000,147.417547,-106.621770,-169.137856
23.100000,661.673281,663.228780,-3.084979,0.005248,30.917181,0.048775,0.002660,0.000724,0.126263,-0.496502,-0.013541,-0.014830,108.252741,-0.013696,0.082057,-0.000371,-2.082819,33.000000,661.673281,-3.177436,0.005486,0.000000,61.483028,21.240000,146.933688,-92.181190,-110.321518
23.150000,663.218829,664.774925,-3.075440,0.005255,30.923461,0.028482,0.000142,-0.000107,0.125604,-0.405856,-0.050351,-0.023461,107.925614,-0.016604,0.083826,-0.000364,-2.076539,33.000000,663.218829,-3.168862,0.005612,0.000000,63.028838,21.260000,146.450515,-94.656868,-70.011239
23.200000,664.764834,666.321385,-3.066622,0.005053,30.929706,0.013818,-0.004041,-0.001024,0.124908,-0.293292,-0.083667,-0.027103,107.600193,-0.018350,0.084588,-0.000482,-2.070294,33.000000,664.764834,-3.160088,0.005737,0.000000,64.574969,21.280000,145.968029,-112.902139,-50.251045
23.250000,666.311009,667.868160,-3.058529,0.004572,30.935918,0.005537,-0.009621,-0.001974,0.124226,-0.165604,-0.111594,-0.027557,107.276577,-0.019007,0.084435,-0.000809,-2.064082,33.000000,666.311009,-3.151119,0.005862,0.000000,66.121419,21.300000,145.486234,-145.594323,-51.843506
23.300000,667.857636,669.415247,-3.051251,0.003762,30.942095,0.004084,-0.016210,-0.002890,0.123543,-0.029078,-0.131789,-0.027306,106.954722,-0.018307,0.083367,-0.001413,-2.057905,33.000000,667.857636,-3.141961,0.005986,0.000000,67.668185,21.320000,145.005129,-189.876426,-74.336923
23.350000,669.404430,670.962646,-3.044955,0.002595,30.948234,0.009504,-0.023328,-0.003700,0.122793,0.108417,-0.142348,-0.028667,106.634644,-0.016209,0.081284,-0.002347,-2.051766,33.000000,669.404430,-3.132603,0.006108,0.000000,69.215266,21.340000,144.524717,-242.030672,-115.917257
23.400000,670.951670,672.510355,-3.039864,0.001076,30.954329,0.021485,-0.030379,-0.004324,0.121899,0.239608,-0.141019,-0.032872,106.316521,-0.012482,0.078039,-0.003635,-2.045671,33.000000,670.951670,-3.123065,0.006230,0.000000,70.762661,21.360000,144.045001,-296.822374,-173.406309
23.450000,672.499071,674.058370,-3.036235,-0.000758,30.960370,0.039263,-0.036692,-0.004683,0.120810,0.355570,-0.126264,-0.039661,106.000724,-0.007181,0.073385,-0.005275,-2.039630,33.000000,672.499071,-3.113322,0.006351,0.000000,72.310366,21.380000,143.565982,-348.368177,-242.196327
23.500000,674.046770,675.606690,-3.034331,-0.002838,30.966346,0.061558,-0.041588,-0.004716,0.119526,0.445885,-0.097929,-0.047467,105.687760,-0.000643,0.067095,-0.007230,-2.033654,33.000000,674.046770,-3.103407,0.006471,0.000000,73.858379,21.400000,143.087665,-390.870633,-316.357820
23.550000,675.594898,677.155308,-3.034398,-0.005061,30.972253,0.086555,-0.044469,-0.004389,0.118129,0.499957,-0.057612,-0.053610,105.378112,0.006528,0.058878,-0.009428,-2.027747,33.000000,675.594898,-3.093288,0.006591,0.000000,75.406697,21.420000,142.610052,-419.323351,-389.006852
23.600000,677.143174,678.704223,-3.036513,-0.007229,30.978110,0.114478,-0.043368,-0.003244,0.117139,0.558444,0.022009,-0.047740,105.071995,0.022913,0.048516,-0.011770,-2.021890,33.000000,677.143174,-3.082996,0.006709,0.000000,76.955316,21.440000,142.133147,-402.958849,-452.968513
23.650000,678.691866,680.253428,-3.040829,-0.009219,30.983915,0.137674,-0.039798,-0.002149,0.116101,0.463921,0.071414,-0.040563,104.768550,0.021891,0.035914,-0.014056,-2.016085,33.000000,678.691866,-3.072512,0.006826,0.000000,78.504231,21.460000,141.656951,-390.373151,-495.546215
23.700000,680.240694,681.802918,-3.047393,-0.010915,30.989700,0.154419,-0.033909,-0.000902,0.115705,0.334906,0.117781,-0.028682,104.467784,0.024949,0.020932,-0.016162,-2.010300,33.000000,680.240694,-3.061850,0.006942,0.000000,80.053438,21.480000,141.181466,-357.170755,-513.285500
23.750000,681.789926,683.352691,-3.056085,-0.012180,30.995502,0.164480,-0.025309,0.000633,0.116050,0.201217,0.171987,-0.001027,104.168035,0.030698,0.003520,-0.017973,-2.004498,33.000000,681.789926,-3.051005,0.007058,0.000000,81.602932,21.500000,140.706691,-292.429367,-504.180632
23.800000,683.339285,684.902745,-3.066600,-0.012858,31.001351,0.167313,-0.013558,0.002504,0.116968,0.056662,0.235017,0.025258,103.867383,0.037422,-0.016202,-0.019352,-1.998649,33.000000,683.339285,-3.039979,0.007172,0.000000,83.152710,21.520000,140.232623,-192.310886,-465.156137
23.850000,684.889045,686.453084,-3.078441,-0.012774,31.007256,0.161871,0.001689,0.004720,0.118100,-0.108831,0.304948,0.041006,103.564343,0.044310,-0.037918,-0.020143,-1.992744,33.000000,684.889045,-3.028781,0.007285,0.000000,84.702771,21.540000,139.759261,-54.699389,-392.126675
23.900000,686.438938,688.003711,-3.090918,-0.011747,31.013199,0.146610,0.020525,0.007230,0.118873,-0.305237,0.376712,0.038103,103.258359,0.050208,-0.061147,-0.020171,-1.986801,33.000000,686.438938,-3.017397,0.007397,0.000000,86.253120,21.560000,139.286601,119.865096,-280.637052
23.950000,687.989249,689.554631,-3.103149,-0.009612,31.019123,0.119784,0.042704,0.009938,0.118482,-0.536515,0.443593,0.007640,102.950360,0.054148,-0.085174,-0.019256,-1.980877,33.000000,687.989249,-3.005850,0.007508,0.000000,87.803758,21.580000,138.814644,328.354483,-127.058107
24.000000,689.539711,691.105843,-3.114059,-0.006226,31.024915,0.080017,0.067732,0.012741,0.115841,-0.795328,0.500552,-0.060628,102.643364,0.056057,-0.109145,-0.017231,-1.975085,33.000000,689.539711,-2.994114,0.007618,0.000000,89.354690,21.600000,138.343399,567.026478,70.012371
24.050000,691.090472,692.657341,-3.122405,-0.001489,31.030405,0.026260,0.094743,0.015481,0.109795,-1.075143,0.540227,-0.173734,102.343201,0.054815,-0.131953,-0.013953,-1.969595,33.000000,691.090472,-2.982221,0.007727,0.000000,90.905914,21.620000,137.872878,827.361004,308.866028
24.100000,692.641673,694.209105,-3.126809,0.004640,31.035368,-0.041871,0.122574,0.017982,0.099253,-1.362616,0.556613,-0.331765,102.058696,0.050020,-0.152378,-0.009324,-1.964632,33.000000,692.641673,-2.970145,0.007835,0.000000,92.457422,21.640000,137.403110,1098.305055,583.588591
24.150000,694.193029,695.761094,-3.125800,0.012135,31.039539,-0.123864,0.149896,0.020067,0.083425,-1.639860,0.546439,-0.527400,101.801494,0.041685,-0.169021,-0.003301,-1.960461,33.000000,694.193029,-2.957910,0.007942,0.000000,94.009190,21.660000,136.934133,1367.413280,883.873865
24.200000,695.744789,697.313245,-3.117889,0.020897,31.042652,-0.218490,0.175247,0.021530,0.062252,-1.892532,0.507035,-0.740032,101.585270,0.029265,-0.180423,0.004088,-1.957348,33.000000,695.744789,-2.945502,0.008047,0.000000,95.561177,21.680000,136.466000,1619.787340,1196.106240
24.250000,697.296629,698.865464,-3.101567,0.030800,31.044416,-0.322311,0.198054,0.022479,0.035288,-2.076420,0.456126,-0.962751,101.423781,0.018990,-0.185086,0.012746,-1.955584,33.000000,697.296629,-2.932933,0.008151,0.000000,97.113316,21.700000,135.998780,1857.422182,1504.999646
24.300000,698.848742,700.417633,-3.075499,0.041618,31.044717,-0.434883,0.216366,0.022339,0.006023,-2.251444,0.366243,-1.124582,101.332332,-0.002801,-0.181496,0.022546,-1.955283,33.000000,698.848742,-2.920203,0.008254,0.000000,98.665516,21.720000,135.532544,2044.133564,1798.587271
24.350000,700.400755,701.969616,-3.038557,0.053055,31.043531,-0.553241,0.228734,0.021005,-0.023731,-2.367147,0.247363,-1.180376,101.316816,-0.026676,-0.168326,0.033262,-1.956469,33.000000,700.400755,-2.907309,0.008356,0.000000,99.094829,21.740000,135.067367,2175.542820,2064.147852
24.400000,701.952808,703.521338,-2.990630,0.064275,31.041600,-0.688580,0.224408,0.015017,-0.038606,-2.706776,-0.086521,-0.892565,101.378624,-0.119765,-0.144427,0.044598,-1.958400,33.000000,701.952808,-2.894267,0.008457,0.000000,97.542457,21.760000,134.603287,2073.381546,2291.737750
24.450000,703.504572,705.072648,-2.931022,0.074941,31.038711,-0.803137,0.213302,0.010579,-0.057790,-2.291156,-0.222122,-0.681171,101.478494,-0.088757,-0.109710,0.055719,-1.961289,33.000000,703.504572,-2.881060,0.008556,0.000000,95.990177,21.780000,134.140352,2065.766104,2450.661719
24.500000,705.056036,706.623385,-2.859122,0.084891,31.035339,-0.888121,0.199008,0.006904,-0.067440,-1.699676,-0.285872,-0.576677,101.628097,-0.073502,-0.063448,0.066286,-1.964661,33.000000,705.056036,-2.867715,0.008654,0.000000,94.438137,21.800000,133.678585,2057.747474,2546.947709
24.550000,706.607164,708.173409,-2.774659,0.093971,31.032076,-0.945336,0.181605,0.003326,-0.065255,-1.144289,-0.348057,-0.149303,101.802731,-0.071560,-0.005054,0.076140,-1.967924,33.000000,706.607164,-2.854209,0.008751,0.000000,92.886506,21.820000,133.217981,2002.859675,2591.006584
24.600000,708.157588,709.722628,-2.677780,0.101945,31.029487,-0.978311,0.159476,-0.000678,-0.051775,-0.659499,-0.442593,0.313296,101.971577,-0.080091,0.065769,0.085125,-1.970513,33.000000,708.157588,-2.840570,0.008846,0.000000,91.335438,21.840000,132.758507,1874.862145,2587.582520
24.650000,709.707441,711.270989,-2.568908,0.108563,31.028051,-0.985360,0.132358,-0.004761,-0.028725,-0.140994,-0.542352,0.730591,102.105832,-0.081659,0.148863,0.093005,-1.971949,33.000000,709.707441,-2.826784,0.008940,0.000000,89.785055,21.860000,132.300104,1693.596005,2533.173267
24.700000,711.256458,712.818482,-2.448691,0.113610,31.028158,-0.963232,0.100951,-0.008571,0.002140,0.442574,-0.628142,1.078303,102.180095,-0.076195,0.243814,0.099530,-1.971842,33.000000,711.256458,-2.812863,0.009033,0.000000,88.235449,21.880000,131.842696,1472.112606,2419.976953
24.750000,712.804823,714.365160,-2.318170,0.116827,31.030064,-0.913231,0.064330,-0.012551,0.038117,1.000018,-0.732419,1.336839,102.174590,-0.079598,0.349976,0.104486,-1.969936,33.000000,712.804823,-2.798807,0.009124,0.000000,86.686679,21.900000,131.386193,1177.990838,2238.476304
24.800000,714.352399,715.911135,-2.178701,0.117986,31.033866,-0.833656,0.023188,-0.016334,0.076031,1.591486,-0.822839,1.477814,102.075898,-0.075652,0.466306,0.107613,-1.966134,33.000000,714.352399,-2.784614,0.009214,0.000000,85.138749,21.920000,130.930500,830.864394,1973.990125
24.850000,715.899456,717.456645,-2.032628,0.116529,31.039211,-0.737371,-0.029143,-0.022214,0.106909,1.925700,-1.046624,1.375856,101.879176,-0.117613,0.591458,0.108684,-1.960789,33.000000,715.899456,-2.770294,0.009303,0.000000,83.591604,21.940000,130.475539,294.477432,1614.271797
24.900000,717.446061,719.001831,-1.881075,0.112977,31.046547,-0.582533,-0.071042,-0.022472,0.146714,3.096758,-0.837986,1.413660,101.602037,-0.005150,0.723074,0.107139,-1.953453,33.000000,717.446061,-2.755834,0.009390,0.000000,82.045073,21.960000,130.021212,37.133049,1127.744294
24.950000,718.992479,720.546988,-1.726653,0.107358,31.054293,-0.415178,-0.112387,-0.024477,0.154927,3.347113,-0.826894,0.960361,101.222257,-0.040102,0.860051,0.103502,-1.945707,33.000000,718.992479,-2.741253,0.009476,0.000000,80.499065,21.980000,129.567497,-418.924448,576.857484
25.000000,720.538862,722.092442,-1.572553,0.099559,31.061369,-0.247716,-0.155973,-0.027572,0.141511,3.349244,-0.871730,-0.104054,100.821139,-0.061898,0.999751,0.097798,-1.938631,33.000000,720.538862,-2.726527,0.009560,0.000000,78.953336,22.000000,129.114429,-952.745840,-4.543024
25.050000,722.085571,723.638467,-1.421750,0.089710,31.067163,-0.072207,-0.196983,-0.029755,0.115879,3.510169,-0.820193,-0.780959,100.454719,-0.043673,1.139008,0.089916,-1.932837,33.000000,722.085571,-2.711681,0.009643,0.000000,77.407592,22.020000,128.662071,-1422.158834,-594.987291
25.100000,723.632878,725.185189,-1.275344,0.079133,31.072391,0.144942,-0.211532,-0.024071,0.104561,4.342976,-0.290978,-0.739013,100.152389,0.113694,1.274828,0.079986,-1.927609,33.000000,723.632878,-2.696693,0.009724,0.000000,75.861574,22.040000,128.210451,-1461.049608,-1159.863371
25.150000,725.180831,726.732837,-1.138135,0.066777,31.073016,0.288737,-0.247118,-0.031071,0.012499,2.875912,-0.711719,-2.067613,99.884141,-0.140010,1.406125,0.069329,-1.926984,33.000000,725.180831,-2.681579,0.009804,0.000000,74.315148,22.060000,127.759800,-2210.512582,-1598.736852
25.200000,726.729660,728.281432,-1.012033,0.052955,31.071168,0.449734,-0.276447,-0.031419,-0.036956,3.219941,-0.586586,-2.830333,99.851521,-0.006966,1.528090,0.056894,-1.928832,33.000000,726.729660,-2.666331,0.009883,0.000000,72.768057,22.080000,127.310242,-2480.397256,-2012.004061
25.250000,728.279327,729.830938,-0.898203,0.038354,31.067180,0.633090,-0.292029,-0.027734,-0.079762,3.667118,-0.311628,-1.845212,99.947094,0.073711,1.638820,0.042995,-1.932820,33.000000,728.279327,-2.650955,0.009960,0.000000,71.220228,22.100000,126.861883,-2568.853174,-2377.928406
25.300000,729.829808,731.381273,-0.797139,0.023916,31.061399,0.830863,-0.288752,-0.020059,-0.115608,3.955459,0.065533,-1.573046,100.153504,0.153495,1.737152,0.028317,-1.938601,33.000000,729.829808,-2.635453,0.010036,0.000000,69.671642,22.120000,126.414813,-2494.404831,-2671.282606
25.350000,731.380997,732.932316,-0.709187,0.010431,31.054041,1.016706,-0.269711,-0.011206,-0.147157,3.716851,0.380830,-1.347914,100.452864,0.177059,1.822590,0.013805,-1.945959,33.000000,731.380997,-2.619824,0.010111,0.000000,68.122326,22.140000,125.969111,-2373.169110,-2876.898579
25.400000,732.932772,734.483919,-0.634583,-0.001545,31.045942,1.168323,-0.239506,-0.002513,-0.161989,3.032337,0.604091,-0.927621,100.834038,0.173855,1.894801,0.000247,-1.954058,33.000000,732.932772,-2.604082,0.010184,0.000000,66.572347,22.160000,125.524814,-2226.534794,-2998.855673
25.450000,734.484982,736.035932,-0.573447,-0.011666,31.038327,1.270663,-0.202420,0.005146,-0.152297,2.046809,0.741717,-0.102781,101.253669,0.153192,1.953539,-0.011800,-1.961673,33.000000,734.484982,-2.588214,0.010255,0.000000,65.021797,22.180000,125.081897,-2062.947742,-3046.502996
25.500000,736.037471,737.588215,-0.525690,-0.019712,31.032423,1.317247,-0.160925,0.011574,-0.118079,0.931675,0.829902,0.878213,101.648121,0.128556,1.998705,-0.021991,-1.967577,33.000000,736.037471,-2.572243,0.010325,0.000000,63.470779,22.200000,124.640276,-1869.424917,-3025.392275
25.550000,737.590090,739.140661,-0.490919,-0.025511,31.029165,1.307289,-0.115973,0.016866,-0.065172,-0.199149,0.899050,1.742499,101.954056,0.105844,2.030373,-0.030105,-1.970835,33.000000,737.590090,-2.556154,0.010393,0.000000,61.919389,22.220000,124.199818,-1629.364278,-2932.364350
25.600000,739.142746,740.693191,-0.468598,-0.029046,31.029109,1.238297,-0.070701,0.020242,-0.001106,-1.379854,0.905426,2.339448,102.122826,0.067508,2.048957,-0.035971,-1.970891,33.000000,739.142746,-2.539966,0.010460,0.000000,60.367704,22.240000,123.760362,-1382.970694,-2753.925074
25.650000,740.695348,742.245772,-0.457733,-0.030307,31.032224,1.119008,-0.025218,0.022571,0.062294,-2.385767,0.909672,2.549316,102.125729,0.046583,2.054983,-0.039571,-1.967776,33.000000,740.695348,-2.523672,0.010525,0.000000,58.815777,22.260000,123.321751,-1079.935386,-2474.620546
25.700000,742.247887,743.798413,-0.457016,-0.029434,31.038117,0.955290,0.017453,0.023322,0.117857,-3.274367,0.853413,2.379271,101.964324,0.015027,2.049456,-0.040896,-1.961883,33.000000,742.247887,-2.507281,0.010589,0.000000,57.263632,22.280000,122.883845,-766.552472,-2079.497196
25.750000,743.800368,745.351156,-0.464701,-0.026689,31.045935,0.760310,0.054897,0.022853,0.156364,-3.899597,0.748877,1.881401,101.658950,-0.009375,2.033682,-0.040085,-1.954065,33.000000,743.800368,-2.490793,0.010651,0.000000,55.711264,22.300000,122.446549,-438.574213,-1575.610960
25.800000,745.352866,746.904068,-0.478668,-0.022474,31.054630,0.549566,0.084310,0.021250,0.173896,-4.214880,0.588260,1.120769,101.253815,-0.032058,2.009410,-0.037401,-1.945370,33.000000,745.352866,-2.474208,0.010712,0.000000,54.158650,22.320000,122.009817,-121.444768,-1002.639727
25.850000,746.905454,748.457217,-0.496517,-0.017248,31.063171,0.341163,0.104505,0.018961,0.170829,-4.168054,0.403902,0.289289,100.803246,-0.045797,1.978764,-0.033244,-1.936829,33.000000,746.905454,-2.457532,0.010771,0.000000,52.605754,22.340000,121.573659,175.723540,-427.493795
25.900000,748.458238,750.010658,-0.515780,-0.011443,31.070844,0.150649,0.116111,0.016407,0.153450,-3.810290,0.232129,-0.408909,100.360611,-0.051076,1.944139,-0.028077,-1.929156,33.000000,748.458238,-2.440759,0.010828,0.000000,51.052550,22.360000,121.138116,440.451606,86.602742
25.950000,750.011292,751.564418,-0.534214,-0.005416,31.077370,-0.013067,0.120543,0.013765,0.130525,-3.274318,0.088638,-0.806068,99.963001,-0.052835,1.908016,-0.022327,-1.922630,33.000000,750.011292,-2.423902,0.010884,0.000000,49.499030,22.380000,120.703248,654.535803,505.117535
26.000000,751.564666,753.118496,-0.549979,0.000547,31.082817,-0.146985,0.119255,0.011093,0.108938,-2.678358,-0.025764,-0.890251,99.624799,-0.053448,1.872625,-0.016354,-1.917183,33.000000,751.564666,-2.406948,0.010938,0.000000,47.945210,22.400000,120.269107,807.582194,821.473143
26.050000,753.118385,754.672875,-0.561753,0.006189,31.087452,-0.252472,0.112840,0.008241,0.092696,-2.109746,-0.128306,-0.756586,99.342556,-0.057024,1.839822,-0.010444,-1.912548,33.000000,753.118385,-2.389914,0.010991,0.000000,46.391129,22.420000,119.835734,888.677845,1043.986624
26.100000,754.672445,756.227529,-0.568719,0.011257,31.091608,-0.331771,0.101352,0.005107,0.083130,-1.585972,-0.229751,-0.516147,99.102420,-0.062681,1.810923,-0.004853,-1.908392,33.000000,754.672445,-2.372791,0.011042,0.000000,44.836834,22.440000,119.403154,895.885334,1183.022264
26.150000,756.226828,757.782427,-0.570440,0.015549,31.095603,-0.384471,0.085837,0.002022,0.079900,-1.054000,-0.310309,-0.255917,98.887069,-0.061708,1.786752,0.000166,-1.904397,33.000000,756.226828,-2.355589,0.011091,0.000000,43.282377,22.460000,118.971374,852.227368,1245.604293
26.200000,757.781512,759.337527,-0.566100,0.019356,31.099600,-0.396781,0.076150,0.001863,0.079926,-0.246208,-0.193725,-0.064090,98.679272,-0.003178,1.767748,0.004410,-1.900400,33.000000,757.781512,-2.338308,0.011139,0.000000,41.727806,22.480000,118.540394,922.697190,1238.302136
26.250000,759.336462,760.892837,-0.556968,0.021918,31.103906,-0.419450,0.051231,-0.003872,0.086128,-0.453377,-0.498388,0.124548,98.473138,-0.114694,1.754728,0.008171,-1.896094,33.000000,759.336462,-2.320950,0.011185,0.000000,40.173196,22.500000,118.110199,604.708657,1199.454242
26.300000,760.891677,762.448327,-0.542479,0.023715,31.108673,-0.392071,0.035956,-0.003459,0.095335,0.547572,-0.305500,0.308188,98.248810,0.008260,1.746431,0.010689,-1.891327,33.000000,760.891677,-2.303522,0.011229,0.000000,38.618531,22.520000,117.680765,642.057696,1081.401991
26.350000,762.447127,764.004007,-0.523596,0.024553,31.113811,-0.360247,0.016758,-0.005829,0.102759,0.636497,-0.383970,0.332625,98.001753,-0.047409,1.743417,0.012444,-1.886189,33.000000,762.447127,-2.286020,0.011272,0.000000,37.063879,22.540000,117.252074,435.753011,936.432684
26.400000,764.002816,765.559890,-0.501111,0.024433,31.119319,-0.314412,-0.002396,-0.007319,0.110165,0.916699,-0.383070,0.296590,97.735290,-0.029796,1.744734,0.013241,-1.880681,33.000000,764.002816,-2.268455,0.011313,0.000000,35.509233,22.560000,116.824108,266.911957,755.917850
26.450000,765.558751,767.115997,-0.476056,0.023332,31.125087,-0.259392,-0.022038,-0.008859,0.115368,1.100402,-0.392836,0.252192,97.449907,-0.030813,1.749581,0.013082,-1.874913,33.000000,765.558751,-2.250818,0.011352,0.000000,33.954593,22.580000,116.396854,68.417007,548.355211
26.500000,767.114937,768.672345,-0.449102,0.021537,31.131072,-0.187237,-0.035883,-0.008483,0.119697,1.443099,-0.276913,0.190634,97.150676,0.007529,1.756942,0.011942,-1.868928,33.000000,767.114937,-2.233124,0.011390,0.000000,32.399941,22.600000,115.970300,-36.013111,318.803145
26.550000,768.671389,770.228955,-0.421017,0.019355,31.137068,-0.108903,-0.043642,-0.007347,0.119905,1.566679,-0.155181,0.090736,96.841972,0.022725,1.766138,0.010112,-1.862932,33.000000,768.671389,-2.215366,0.011425,0.000000,30.845276,22.620000,115.544447,-121.226494,96.108130
26.600000,770.228112,771.785841,-0.392515,0.017102,31.142932,-0.032700,-0.045064,-0.005518,0.117293,1.524060,-0.028436,-0.048070,96.531188,0.036578,1.776409,0.007896,-1.857068,33.000000,770.228112,-2.197552,0.011460,0.000000,29.290592,22.640000,115.119300,-170.263898,-96.896310
26.650000,771.785119,773.343016,-0.364247,0.015030,31.148603,0.032688,-0.041438,-0.003495,0.113425,1.307753,0.072532,-0.129605,96.227151,0.040462,1.787042,0.005610,-1.851397,33.000000,771.785119,-2.179683,0.011492,0.000000,27.735886,22.660000,114.694870,-196.406015,-243.138919
26.700000,773.342411,774.900484,-0.336792,0.013279,31.154109,0.080875,-0.035028,-0.001762,0.110118,0.963749,0.128201,-0.143508,95.933116,0.034665,1.797388,0.003507,-1.845891,33.000000,773.342411,-2.161761,0.011523,0.000000,26.181169,22.680000,114.271165,-213.209822,-335.891397
26.750000,774.899988,776.458251,-0.310655,0.011851,31.159524,0.108991,-0.028564,-0.000730,0.108284,0.562302,0.129280,-0.102814,95.647624,0.020633,1.806872,0.001727,-1.840476,33.000000,774.899988,-2.143790,0.011552,0.000000,24.626455,22.700000,113.848189,-235.468841,-379.191090
26.800000,776.457847,778.016316,-0.286200,0.010669,31.164908,0.119804,-0.023638,-0.000344,0.107698,0.216271,0.098505,-0.048384,95.366839,0.007722,1.814988,0.000271,-1.835092,33.000000,776.457847,-2.125770,0.011579,0.000000,23.071773,22.720000,113.425943,-257.815490,-386.268998
26.850000,778.015985,779.574678,-0.263599,0.009649,31.170291,0.119469,-0.020388,-0.000292,0.107649,-0.006710,0.065009,-0.012704,95.087504,0.001045,1.821382,-0.000936,-1.829709,33.000000,778.015985,-2.107708,0.011605,0.000000,21.517168,22.740000,113.004429,-269.147781,-372.708850
26.900000,779.574399,781.133334,-0.242865,0.008740,31.175676,0.113870,-0.018185,-0.000302,0.107712,-0.111966,0.044050,0.000261,94.808214,-0.000211,1.825875,-0.001980,-1.824324,33.000000,779.574399,-2.089601,0.011629,0.000000,19.962709,22.760000,112.583645,-265.293420,-350.400033
26.950000,781.133085,782.692281,-0.223909,0.007920,31.181065,0.106603,-0.016411,-0.000268,0.107765,-0.145337,0.035496,0.002311,94.528669,0.000687,1.828465,-0.002911,-1.818935,33.000000,781.133085,-2.071457,0.011651,0.000000,18.408502,22.780000,112.163592,-250.214205,-325.676264
27.000000,782.692041,784.251516,-0.206581,0.007197,31.186455,0.099590,-0.014449,-0.000101,0.107815,-0.140262,0.039221,0.002063,94.248860,0.003334,1.829239,-0.003752,-1.813545,33.000000,782.692041,-2.053276,0.011672,0.000000,16.854698,22.800000,111.744269,-224.784846,-300.830083
27.050000,784.251264,785.811034,-0.190675,0.006616,31.191850,0.093638,-0.011630,0.000290,0.107891,-0.119046,0.056383,0.002522,93.968749,0.007822,1.828353,-0.004493,-1.808150,33.000000,784.251264,-2.035062,0.011690,0.000000,15.301509,22.820000,111.325676,-186.485482,-275.208238
27.100000,785.810755,787.370833,-0.175962,0.006230,31.197249,0.087872,-0.007718,0.000843,0.107984,-0.115329,0.078240,0.003389,93.688265,0.011065,1.826014,-0.005092,-1.802751,33.000000,785.810755,-2.016817,0.011707,0.000000,13.749249,22.840000,110.907814,-139.657329,-245.751894
27.150000,787.370512,788.930911,-0.162190,0.006096,31.202653,0.081064,-0.002678,0.001513,0.108073,-0.136158,0.100813,0.003644,93.407299,0.013402,1.822452,-0.005493,-1.797347,33.000000,787.370512,-1.998543,0.011722,0.000000,12.198383,22.860000,110.490681,-85.023997,-209.311064
27.200000,788.930536,790.491262,-0.149058,0.006276,31.208058,0.072393,0.003600,0.002316,0.108100,-0.173415,0.125547,0.002323,93.125855,0.016046,1.817925,-0.005640,-1.791942,33.000000,788.930536,-1.980245,0.011736,0.000000,10.649640,22.880000,110.074278,-19.343094,-163.439120
27.250000,790.490826,792.051885,-0.136186,0.006850,31.213455,0.061554,0.011480,0.003333,0.107933,-0.216771,0.157610,-0.002789,92.844070,0.020339,1.812734,-0.005472,-1.786545,33.000000,790.490826,-1.961922,0.011747,0.000000,9.104225,22.900000,109.658606,63.865455,-105.939651
27.300000,792.051384,793.612773,-0.123108,0.007911,31.218825,0.047733,0.021220,0.004564,0.107401,-0.276418,0.194800,-0.013981,92.562410,0.024630,1.807264,-0.004908,-1.781175,33.000000,792.051384,-1.943581,0.011757,0.000000,7.564274,22.920000,109.243664,165.573845,-33.807043
27.350000,793.612210,795.173927,-0.109748,0.009259,31.224209,0.020189,0.026974,0.004172,0.107687,-0.550888,0.115067,-0.004926,92.281305,-0.007841,1.801983,-0.003855,-1.775791,33.000000,793.612210,-1.925222,0.011765,0.000000,6.033950,22.940000,108.829454,180.087863,56.332416
27.400000,795.173304,796.735336,-0.095405,0.011024,31.229499,-0.002306,0.035289,0.005279,0.105795,-0.449910,0.166311,-0.032134,91.998682,0.022137,1.796969,-0.002512,-1.770501,33.000000,795.173304,-1.906849,0.011772,0.000000,4.522328,22.960000,108.415979,303.055372,144.060551
27.450000,796.734665,798.296988,-0.079402,0.013325,31.234663,-0.024267,0.046015,0.006631,0.103285,-0.439208,0.214518,-0.088036,91.720276,0.027041,1.792927,-0.000752,-1.765337,33.000000,796.734665,-1.888464,0.011776,0.000000,3.054000,22.980000,108.003246,433.732714,239.746000
27.500000,798.296289,799.858869,-0.061213,0.016162,31.239701,-0.052455,0.056756,0.007489,0.100763,-0.563766,0.214818,-0.100621,91.447324,0.017160,1.790536,0.001545,-1.760299,33.000000,798.296289,-1.870071,0.011779,0.000000,1.717735,23.000000,107.591261,537.114437,350.363829
27.550000,799.858168,801.420970,-0.040499,0.019370,31.244635,-0.090699,0.064144,0.007263,0.098682,-0.764882,0.147760,-0.092077,91.178799,-0.004529,1.790326,0.004382,-1.755365,33.000000,799.858168,-1.851671,0.011780,0.000000,0.945693,23.020000,107.180029,588.760399,471.795577
