t,s,x,y,psi,vx,vy,dpsi,delta,ax,ay,ddpsi,jerk,R_cmd,ddelta_cmd,ey,epsi,dv,v_ref,x_ref,y_ref,psi_ref,alpha,dmin,v_lead,d_gap,Fy_f,Fy_r
0.000000,0.000000,1.251117,-1.835184,0.011828,25.024101,0.001542,0.000955,0.000293,0.482014,0.030839,0.019095,9.640272,414.539482,0.005864,0.000000,0.000000,-7.975899,33.000000,0.000000,-1.850000,0.011780,0.000000,399.000528,33.000000,150.398795,14.735321,-0.044347
0.050000,1.229328,2.503436,-1.820335,0.011887,25.048129,0.000706,0.001180,0.000199,0.480568,-0.016724,0.004499,9.611358,413.288368,-0.001885,0.000077,0.000048,-7.951871,33.000000,1.229328,-1.835518,0.011780,0.000000,397.749437,33.000000,150.796389,7.778036,3.658960
0.100000,2.481650,3.756952,-1.805472,0.011934,25.072085,-0.000759,0.000939,0.000075,0.479121,-0.029293,-0.004817,-0.057848,412.043277,-0.002480,0.000174,0.000109,-7.927915,33.000000,2.481650,-1.820766,0.011778,0.000000,396.497145,33.000000,151.192784,3.420976,6.993501
0.150000,3.735172,5.011662,-1.790584,0.011963,25.095969,-0.001739,0.000585,-0.000003,0.477676,-0.019594,-0.007068,-0.057839,410.801929,-0.001552,0.000274,0.000159,-7.904031,33.000000,3.735172,-1.806003,0.011775,0.000000,395.243657,33.000000,151.587986,2.227914,8.266628
0.200000,4.989888,6.267562,-1.775662,0.011977,25.119781,-0.002051,0.000285,-0.000038,0.476237,-0.006248,-0.006013,-0.057694,409.564324,-0.000714,0.000389,0.000192,-7.880219,33.000000,4.989888,-1.791229,0.011771,0.000000,393.988975,33.000000,151.981997,2.068499,7.737924
0.250000,6.245805,7.524649,-1.760700,0.011981,25.143521,-0.001919,0.000062,-0.000054,0.474802,0.002645,-0.004454,-0.057473,408.330451,-0.000305,0.000531,0.000211,-7.856479,33.000000,6.245805,-1.776448,0.011766,0.000000,392.733104,33.000000,152.374821,1.652468,6.223443
0.300000,7.502904,8.782920,-1.745704,0.011975,25.167189,-0.001582,-0.000104,-0.000062,0.473372,0.006736,-0.003326,-0.057283,407.100294,-0.000164,0.000704,0.000221,-7.832811,33.000000,7.502904,-1.761660,0.011760,0.000000,391.476047,33.000000,152.766461,0.771949,4.360161
0.350000,8.761187,10.042369,-1.730680,0.011964,25.190787,-0.001184,-0.000235,-0.000068,0.471947,0.007961,-0.002623,-0.057116,405.873842,-0.000119,0.000908,0.000223,-7.809213,33.000000,8.761187,-1.746867,0.011752,0.000000,390.217808,33.000000,153.156922,-0.355333,2.484935
0.400000,10.020665,11.302995,-1.715637,0.011947,25.214313,-0.000788,-0.000342,-0.000072,0.470525,0.007925,-0.002143,-0.056953,404.651085,-0.000091,0.001134,0.000220,-7.785687,33.000000,10.020665,-1.732069,0.011744,0.000000,388.958390,33.000000,153.546206,-1.502545,0.737180
0.450000,11.281308,12.564794,-1.700583,0.011925,25.237768,-0.000418,-0.000431,-0.000076,0.469107,0.007398,-0.001768,-0.056788,403.432013,-0.000066,0.001379,0.000212,-7.762232,33.000000,11.281308,-1.717270,0.011734,0.000000,387.697796,33.000000,153.934318,-2.560890,-0.834208
0.500000,12.543126,13.827762,-1.685525,0.011900,25.261153,-0.000081,-0.000503,-0.000077,0.467694,0.006727,-0.001433,-0.056621,402.216613,-0.000038,0.001633,0.000202,-7.738847,33.000000,12.543126,-1.702470,0.011723,0.000000,386.436031,33.000000,154.321260,-3.478893,-2.217349
0.550000,13.806114,15.091895,-1.670471,0.011872,25.284467,0.000218,-0.000559,-0.000078,0.466284,0.005989,-0.001136,-0.056453,401.004877,-0.000015,0.001891,0.000189,-7.715533,33.000000,13.806114,-1.687670,0.011711,0.000000,385.173097,33.000000,154.707037,-4.258028,-3.411893
0.600000,15.070290,16.357192,-1.655425,0.011842,25.307711,0.000478,-0.000604,-0.000078,0.464879,0.005210,-0.000891,-0.056284,399.796791,-0.000003,0.002148,0.000174,-7.692289,33.000000,15.070290,-1.672872,0.011698,0.000000,383.908998,33.000000,155.091651,-4.917589,-4.424703
0.650000,16.335611,17.623647,-1.640392,0.011810,25.330885,0.000700,-0.000639,-0.000078,0.463479,0.004423,-0.000707,-0.056114,398.592347,0.000001,0.002402,0.000158,-7.669115,33.000000,16.335611,-1.658079,0.011683,0.000000,382.643738,33.000000,155.475107,-5.479447,-5.270187
0.700000,17.602091,18.891257,-1.625377,0.011776,25.353989,0.000886,-0.000667,-0.000078,0.462082,0.003720,-0.000556,-0.055945,397.391531,0.000005,0.002648,0.000142,-7.646011,33.000000,17.602091,-1.643292,0.011668,0.000000,381.377320,33.000000,155.857408,-5.942908,-5.969546
0.750000,18.869729,20.160020,-1.610383,0.011742,25.377024,0.001041,-0.000689,-0.000078,0.460690,0.003104,-0.000431,-0.055775,396.194335,0.000008,0.002882,0.000125,-7.622976,33.000000,18.869729,-1.628510,0.011651,0.000000,380.109746,33.000000,156.238556,-6.321094,-6.543118
0.800000,20.138546,21.429931,-1.595412,0.011707,25.399989,0.001168,-0.000706,-0.000077,0.459302,0.002546,-0.000345,-0.055606,395.000745,0.000006,0.003104,0.000109,-7.600011,33.000000,20.138546,-1.613737,0.011633,0.000000,378.841022,33.000000,156.618557,-6.638465,-7.009472
0.850000,21.408488,22.700987,-1.580468,0.011671,25.422885,0.001272,-0.000720,-0.000077,0.457918,0.002067,-0.000288,-0.055438,393.810752,0.000002,0.003314,0.000093,-7.577115,33.000000,21.408488,-1.598976,0.011614,0.000000,377.571150,33.000000,156.997413,-6.906501,-7.388139
0.900000,22.679576,23.973185,-1.565553,0.011634,25.445712,0.001356,-0.000732,-0.000077,0.456538,0.001696,-0.000240,-0.055270,392.624345,0.000001,0.003508,0.000077,-7.554288,33.000000,22.679576,-1.584225,0.011594,0.000000,376.300133,33.000000,157.375127,-7.124989,-7.697808
0.950000,23.951806,25.246522,-1.550667,0.011597,25.468470,0.001426,-0.000742,-0.000077,0.455163,0.001402,-0.000200,-0.055103,391.441513,0.000001,0.003686,0.000062,-7.531530,33.000000,23.951806,-1.569486,0.011572,0.000000,375.027976,33.000000,157.751704,-7.304605,-7.952471
1.000000,25.225210,26.520993,-1.535812,0.011559,25.491159,0.001483,-0.000752,-0.000077,0.453792,0.001128,-0.000191,-0.054936,390.262244,-0.000006,0.003851,0.000047,-7.508841,33.000000,25.225210,-1.554764,0.011550,0.000000,373.754680,33.000000,158.127146,-7.472728,-8.162845
1.050000,26.499718,27.796596,-1.520990,0.011521,25.513781,0.001529,-0.000761,-0.000078,0.452424,0.000933,-0.000187,-0.054770,389.086529,-0.000009,0.004002,0.000033,-7.486219,33.000000,26.499718,-1.540059,0.011526,0.000000,372.480251,33.000000,158.501457,-7.620205,-8.342226
1.100000,27.775358,29.073327,-1.506201,0.011483,25.536334,0.001570,-0.000770,-0.000078,0.451061,0.000808,-0.000178,-0.054605,387.914356,-0.000009,0.004136,0.000020,-7.463666,33.000000,27.775358,-1.525370,0.011501,0.000000,371.204691,33.000000,158.874640,-7.748084,-8.500236
1.150000,29.052167,30.351183,-1.491447,0.011444,25.558819,0.001605,-0.000779,-0.000079,0.449702,0.000710,-0.000175,-0.054440,386.745714,-0.000011,0.004256,0.000008,-7.441181,33.000000,29.052167,-1.510700,0.011475,0.000000,369.928004,33.000000,159.246699,-7.867721,-8.642426
1.200000,30.330063,31.630160,-1.476728,0.011404,25.581236,0.001636,-0.000788,-0.000080,0.448348,0.000604,-0.000196,-0.054276,385.580594,-0.000019,0.004366,-0.000004,-7.418764,33.000000,30.330063,-1.496055,0.011448,0.000000,368.650193,33.000000,159.617637,-7.998079,-8.773486
1.250000,31.609083,32.910255,-1.462045,0.011364,25.603586,0.001664,-0.000799,-0.000081,0.446997,0.000567,-0.000207,-0.054113,384.418984,-0.000019,0.004462,-0.000015,-7.396414,33.000000,31.609083,-1.481430,0.011419,0.000000,367.371261,33.000000,159.987458,-8.119743,-8.901354
1.300000,32.889221,34.191465,-1.447423,0.011310,25.625868,0.001233,-0.001094,-0.000169,0.445648,-0.008615,-0.005894,-0.053997,383.260856,-0.001762,0.004544,-0.000025,-7.374132,33.000000,32.889221,-1.466829,0.011389,0.000000,366.091212,33.000000,160.356164,-12.700995,-9.016444
1.350000,34.170521,35.473787,-1.432848,0.011248,25.648084,0.001419,-0.001233,-0.000160,0.444306,0.003713,-0.002792,-0.053815,382.106240,0.000179,0.004594,-0.000049,-7.351916,33.000000,34.170521,-1.452255,0.011359,0.000000,364.810049,33.000000,160.723760,-11.662006,-10.243265
1.400000,35.452889,36.757216,-1.418316,0.011188,25.670232,0.001917,-0.001208,-0.000124,0.442968,0.009958,0.000512,-0.053592,380.955102,0.000722,0.004625,-0.000078,-7.329768,33.000000,35.452889,-1.437710,0.011327,0.000000,363.527775,33.000000,161.090249,-10.314687,-11.612594
1.450000,36.736366,38.041750,-1.403827,0.011132,25.692314,0.002344,-0.001113,-0.000095,0.441633,0.008536,0.001885,-0.053453,379.807431,0.000577,0.004641,-0.000106,-7.307686,33.000000,36.736366,-1.423192,0.011293,0.000000,362.244395,33.000000,161.455633,-9.807488,-12.434263
1.500000,38.020999,39.327385,-1.389386,0.011081,25.714329,0.002560,-0.001019,-0.000080,0.440303,0.004335,0.001883,-0.053308,378.663219,0.000303,0.004643,-0.000127,-7.285671,33.000000,38.020999,-1.408703,0.011259,0.000000,360.959910,33.000000,161.819916,-9.796161,-12.622161
1.550000,39.306686,40.614119,-1.374997,0.011034,25.736278,0.002595,-0.000950,-0.000075,0.438976,0.000703,0.001374,-0.053144,377.522454,0.000107,0.004634,-0.000142,-7.263722,33.000000,39.306686,-1.394252,0.011223,0.000000,359.674325,33.000000,162.183103,-9.867841,-12.385959
1.600000,40.593472,41.901947,-1.360661,0.010988,25.758160,0.002530,-0.000906,-0.000074,0.437654,-0.001306,0.000889,-0.052977,376.385127,0.000021,0.004605,-0.000153,-7.241840,33.000000,40.593472,-1.379834,0.011187,0.000000,358.387642,33.000000,162.545195,-9.823260,-11.964723
1.650000,41.881353,43.190867,-1.346376,0.010944,25.779977,0.002428,-0.000878,-0.000074,0.436335,-0.002044,0.000556,-0.052814,375.251225,-0.000009,0.004557,-0.000160,-7.220023,33.000000,41.881353,-1.365448,0.011149,0.000000,357.099865,33.000000,162.906196,-9.676830,-11.513555
1.700000,43.170384,44.480875,-1.332168,0.010884,25.801728,0.001770,-0.001204,-0.000180,0.435018,-0.013165,-0.006513,-0.052719,374.120664,-0.002120,0.004498,-0.000165,-7.198272,33.000000,43.170384,-1.351102,0.011110,0.000000,355.810998,33.000000,163.266109,-14.908097,-11.091449
1.750000,44.460449,45.771968,-1.318027,0.010813,25.823414,0.001764,-0.001415,-0.000189,0.433708,-0.000121,-0.004224,-0.052552,372.993599,-0.000180,0.004402,-0.000185,-7.176586,33.000000,44.460449,-1.336797,0.011069,0.000000,354.521043,33.000000,163.624939,-14.371614,-12.076724
1.800000,45.751600,47.064143,-1.303942,0.010742,25.845034,0.002234,-0.001434,-0.000155,0.432402,0.009405,-0.000379,-0.052310,371.869926,0.000687,0.004277,-0.000214,-7.154966,33.000000,45.751600,-1.322529,0.011028,0.000000,353.230004,33.000000,163.982687,-12.791556,-13.565601
1.850000,47.043895,48.357396,-1.289912,0.010675,25.866589,0.002757,-0.001335,-0.000116,0.431100,0.010471,0.001984,-0.052163,370.749634,0.000770,0.004138,-0.000244,-7.133411,33.000000,47.043895,-1.308302,0.010985,0.000000,351.937884,33.000000,164.339357,-11.762105,-14.645670
1.900000,48.337210,49.651725,-1.275940,0.010615,25.888079,0.003085,-0.001205,-0.000090,0.429801,0.006553,0.002597,-0.052031,369.632717,0.000519,0.003992,-0.000266,-7.111921,33.000000,48.337210,-1.294125,0.010942,0.000000,350.644686,33.000000,164.694954,-11.374607,-14.991497
1.950000,49.631601,50.947126,-1.262030,0.010560,25.909504,0.003177,-0.001094,-0.000078,0.428506,0.001837,0.002210,-0.051875,368.519165,0.000247,0.003832,-0.000282,-7.090496,33.000000,49.631601,-1.279991,0.010897,0.000000,349.350413,33.000000,165.049478,-11.269562,-14.724546
2.000000,50.927065,52.243595,-1.248184,0.010509,25.930865,0.003101,-0.001018,-0.000074,0.427215,-0.001521,0.001525,-0.051710,367.408968,0.000066,0.003653,-0.000290,-7.069135,33.000000,50.927065,-1.265901,0.010851,0.000000,348.055070,33.000000,165.402935,-11.180212,-14.120560
2.050000,52.223666,53.541130,-1.234400,0.010460,25.952161,0.002942,-0.000974,-0.000076,0.425929,-0.003173,0.000890,-0.051550,366.302115,-0.000030,0.003465,-0.000294,-7.047839,33.000000,52.223666,-1.251864,0.010803,0.000000,346.758658,33.000000,165.755327,-11.036630,-13.422670
2.100000,53.521268,54.839727,-1.220677,0.010413,25.973393,0.002767,-0.000952,-0.000079,0.424646,-0.003504,0.000438,-0.051394,365.198595,-0.000063,0.003264,-0.000294,-7.026607,33.000000,53.521268,-1.237878,0.010755,0.000000,345.461182,33.000000,166.106657,-10.845006,-12.784466
2.150000,54.819933,56.139383,-1.207013,0.010366,25.994562,0.002612,-0.000944,-0.000082,0.423367,-0.003103,0.000159,-0.051240,364.098400,-0.000066,0.003051,-0.000292,-7.005438,33.000000,54.819933,-1.223940,0.010705,0.000000,344.162644,33.000000,166.456929,-10.649084,-12.273783
2.200000,56.119732,57.440095,-1.193405,0.010318,26.015666,0.002489,-0.000945,-0.000086,0.422091,-0.002465,-0.000025,-0.051088,363.001519,-0.000065,0.002835,-0.000289,-6.984334,33.000000,56.119732,-1.210057,0.010654,0.000000,342.863048,33.000000,166.806146,-10.505112,-11.902743
2.250000,57.420515,58.741860,-1.179853,0.010271,26.036707,0.002397,-0.000954,-0.000089,0.420820,-0.001832,-0.000171,-0.050936,361.907942,-0.000069,0.002621,-0.000284,-6.963293,33.000000,57.420515,-1.196234,0.010603,0.000000,341.562397,33.000000,167.154311,-10.442824,-11.661031
2.300000,58.722353,60.044674,-1.166355,0.010222,26.057685,0.002336,-0.000967,-0.000092,0.419552,-0.001229,-0.000277,-0.050785,360.817659,-0.000068,0.002405,-0.000279,-6.942315,33.000000,58.722353,-1.182464,0.010549,0.000000,340.260693,33.000000,167.501426,-10.447043,-11.534393
2.350000,60.025319,61.348535,-1.152911,0.010173,26.078599,0.002301,-0.000985,-0.000096,0.418288,-0.000696,-0.000355,-0.050634,359.730660,-0.000066,0.002191,-0.000273,-6.921401,33.000000,60.025319,-1.168749,0.010495,0.000000,338.957942,33.000000,167.847496,-10.511367,-11.505556
2.400000,61.329257,62.653439,-1.139521,0.010123,26.099451,0.002286,-0.001007,-0.000099,0.417028,-0.000294,-0.000444,-0.050483,358.646937,-0.000073,0.001991,-0.000267,-6.900549,33.000000,61.329257,-1.155103,0.010440,0.000000,337.654144,33.000000,168.192524,-10.651666,-11.557537
2.450000,62.634238,63.959383,-1.126186,0.010071,26.120239,0.002291,-0.001033,-0.000103,0.415771,0.000092,-0.000505,-0.050333,357.566478,-0.000071,0.001795,-0.000261,-6.879761,33.000000,62.634238,-1.141516,0.010383,0.000000,336.349304,33.000000,168.536512,-10.831197,-11.681189
2.500000,63.940262,65.266364,-1.112907,0.010018,26.140965,0.002313,-0.001059,-0.000106,0.414519,0.000451,-0.000536,-0.050183,356.489275,-0.000065,0.001604,-0.000255,-6.859035,33.000000,63.940262,-1.127988,0.010326,0.000000,335.043425,33.000000,168.879464,-11.036844,-11.865087
2.550000,65.247406,66.574378,-1.099685,0.009964,26.161629,0.002348,-0.001088,-0.000110,0.413270,0.000702,-0.000577,-0.050033,355.415317,-0.000069,0.001429,-0.000249,-6.838371,33.000000,65.247406,-1.114531,0.010267,0.000000,333.736510,33.000000,169.221382,-11.288732,-12.095617
2.600000,66.555504,67.883424,-1.086522,0.009908,26.182230,0.002395,-0.001118,-0.000113,0.412025,0.000931,-0.000604,-0.049883,354.344595,-0.000066,0.001262,-0.000243,-6.817770,33.000000,66.555504,-1.101140,0.010207,0.000000,332.428562,33.000000,169.562271,-11.561430,-12.365775
2.650000,67.864634,69.193497,-1.073419,0.009850,26.202769,0.002452,-0.001149,-0.000116,0.410783,0.001148,-0.000605,-0.049734,353.277099,-0.000059,0.001101,-0.000238,-6.797231,33.000000,67.864634,-1.087814,0.010146,0.000000,331.119584,33.000000,169.902132,-11.840362,-12.667873
2.700000,69.174880,70.504594,-1.060378,0.009791,26.223246,0.002517,-0.001179,-0.000119,0.409545,0.001286,-0.000613,-0.049584,352.212820,-0.000060,0.000953,-0.000234,-6.776754,33.000000,69.174880,-1.074560,0.010084,0.000000,329.809579,33.000000,170.240970,-12.141732,-12.991847
2.750000,70.486066,71.816713,-1.047401,0.009731,26.243662,0.002586,-0.001211,-0.000122,0.408311,0.001382,-0.000625,-0.049436,351.151747,-0.000060,0.000818,-0.000229,-6.756338,33.000000,70.486066,-1.061381,0.010021,0.000000,328.498551,33.000000,170.578787,-12.459442,-13.332339
2.800000,71.798274,73.129850,-1.034489,0.009669,26.264016,0.002660,-0.001241,-0.000125,0.407081,0.001490,-0.000618,-0.049287,350.093872,-0.000055,0.000687,-0.000226,-6.735984,33.000000,71.798274,-1.048271,0.009957,0.000000,327.186502,33.000000,170.915586,-12.772840,-13.686558
2.850000,73.111595,74.444003,-1.021646,0.009605,26.284309,0.002738,-0.001272,-0.000127,0.405854,0.001562,-0.000610,-0.049139,349.039184,-0.000053,0.000566,-0.000222,-6.715691,33.000000,73.111595,-1.035236,0.009891,0.000000,325.873435,33.000000,171.251371,-13.090923,-14.048796
2.900000,74.425840,75.759168,-1.008872,0.009540,26.304540,0.002817,-0.001303,-0.000130,0.404631,0.001581,-0.000616,-0.048992,347.987675,-0.000056,0.000459,-0.000219,-6.695460,33.000000,74.425840,-1.022284,0.009824,0.000000,324.559354,33.000000,171.586144,-13.423639,-14.414972
2.950000,75.741099,77.075342,-0.996170,0.009473,26.324711,0.002898,-0.001334,-0.000133,0.403412,0.001617,-0.000615,-0.048845,346.939334,-0.000053,0.000356,-0.000217,-6.675289,33.000000,75.741099,-1.009404,0.009757,0.000000,323.244261,33.000000,171.919908,-13.753093,-14.785342
3.000000,77.057466,78.392523,-0.983543,0.009405,26.344821,0.002981,-0.001364,-0.000135,0.402196,0.001652,-0.000606,-0.048698,345.894151,-0.000051,0.000258,-0.000215,-6.655179,33.000000,77.057466,-0.996602,0.009688,0.000000,321.928159,33.000000,172.252667,-14.079101,-15.158376
3.050000,78.374744,79.710706,-0.970991,0.009336,26.364870,0.003063,-0.001395,-0.000138,0.400984,0.001644,-0.000615,-0.048552,344.852119,-0.000055,0.000177,-0.000213,-6.635130,33.000000,78.374744,-0.983890,0.009618,0.000000,320.611053,33.000000,172.584423,-14.418749,-15.531697
3.100000,79.693027,81.029890,-0.958518,0.009264,26.384859,0.003147,-0.001425,-0.000140,0.399776,0.001687,-0.000599,-0.048406,343.813226,-0.000048,0.000096,-0.000212,-6.615141,33.000000,79.693027,-0.971256,0.009547,0.000000,319.292943,33.000000,172.915181,-14.741063,-15.907167
3.150000,81.012412,82.350072,-0.946126,0.009192,26.404787,0.003234,-0.001453,-0.000142,0.398571,0.001739,-0.000564,-0.048260,342.777464,-0.000040,0.000017,-0.000211,-6.595213,33.000000,81.012412,-0.958701,0.009475,0.000000,317.973834,33.000000,173.244941,-15.044932,-16.281289
3.200000,82.332695,83.671247,-0.933815,0.009118,26.424656,0.003319,-0.001481,-0.000145,0.397370,0.001690,-0.000564,-0.048114,341.744823,-0.000046,-0.000044,-0.000210,-6.575344,33.000000,82.332695,-0.946245,0.009402,0.000000,316.653729,33.000000,173.573708,-15.369018,-16.647676
3.250000,83.653974,84.993414,-0.921590,0.009042,26.444464,0.003403,-0.001508,-0.000147,0.396173,0.001682,-0.000549,-0.047970,340.715294,-0.000042,-0.000106,-0.000210,-6.555536,33.000000,83.653974,-0.933870,0.009328,0.000000,315.332630,33.000000,173.901485,-15.677570,-17.009047
3.300000,84.976245,86.316569,-0.909451,0.008965,26.464213,0.003488,-0.001534,-0.000149,0.394979,0.001699,-0.000515,-0.047825,339.688867,-0.000034,-0.000169,-0.000211,-6.535787,33.000000,84.976245,-0.921580,0.009253,0.000000,314.010541,33.000000,174.228274,-15.964840,-17.364416
3.350000,86.299613,87.640709,-0.897401,0.008887,26.483903,0.003569,-0.001560,-0.000151,0.393789,0.001626,-0.000518,-0.047681,338.665533,-0.000042,-0.000217,-0.000211,-6.516097,33.000000,86.299613,-0.909390,0.009176,0.000000,312.687464,33.000000,174.554079,-16.271191,-17.709234
3.400000,87.623861,88.965832,-0.885441,0.008808,26.503533,0.003649,-0.001586,-0.000153,0.392602,0.001599,-0.000510,-0.047538,337.645283,-0.000039,-0.000265,-0.000212,-6.496467,33.000000,87.623861,-0.897289,0.009099,0.000000,311.363402,33.000000,174.878903,-16.563622,-18.047651
3.450000,88.949092,90.291934,-0.873574,0.008728,26.523104,0.003730,-0.001610,-0.000154,0.391419,0.001610,-0.000480,-0.047394,336.628107,-0.000032,-0.000315,-0.000213,-6.476896,33.000000,88.949092,-0.885277,0.009021,0.000000,310.038359,33.000000,175.202747,-16.833978,-18.380245
3.500000,90.275415,91.619013,-0.861801,0.008646,26.542616,0.003807,-0.001634,-0.000156,0.390240,0.001543,-0.000482,-0.047251,335.613997,-0.000038,-0.000352,-0.000214,-6.457384,33.000000,90.275415,-0.873369,0.008941,0.000000,308.712337,33.000000,175.525617,-17.120617,-18.703208
3.550000,91.602605,92.947065,-0.850124,0.008563,26.562069,0.003883,-0.001658,-0.000158,0.389064,0.001514,-0.000477,-0.047109,334.602942,-0.000037,-0.000390,-0.000215,-6.437931,33.000000,91.602605,-0.861556,0.008861,0.000000,307.385339,33.000000,175.847513,-17.396796,-19.020244
3.600000,92.930770,94.276087,-0.838545,0.008479,26.581464,0.003959,-0.001680,-0.000159,0.387891,0.001527,-0.000450,-0.046967,333.594934,-0.000030,-0.000431,-0.000216,-6.418536,33.000000,92.930770,-0.849836,0.008780,0.000000,306.057368,33.000000,176.168440,-17.651514,-19.332399
3.650000,94.260022,95.606078,-0.827066,0.008394,26.600800,0.004032,-0.001703,-0.000161,0.386723,0.001467,-0.000453,-0.046825,332.589964,-0.000036,-0.000461,-0.000218,-6.399200,33.000000,94.260022,-0.838224,0.008697,0.000000,304.728427,33.000000,176.488400,-17.921836,-19.636112
3.700000,95.590129,96.937033,-0.815688,0.008308,26.620078,0.004104,-0.001725,-0.000163,0.385557,0.001438,-0.000451,-0.046685,331.588022,-0.000035,-0.000491,-0.000220,-6.379922,33.000000,95.590129,-0.826712,0.008614,0.000000,303.398519,33.000000,176.807396,-18.184747,-19.934796
3.750000,96.921201,98.268950,-0.804417,0.008219,26.639297,0.004123,-0.001780,-0.000175,0.384395,0.000372,-0.001098,-0.046552,330.589095,-0.000233,-0.000526,-0.000221,-6.360703,33.000000,96.921201,-0.815297,0.008529,0.000000,302.067647,33.000000,177.125431,-18.968157,-20.228414
3.800000,98.253355,99.601827,-0.793252,0.008128,26.658459,0.004203,-0.001823,-0.000177,0.383237,0.001610,-0.000857,-0.046411,329.593184,-0.000045,-0.000553,-0.000225,-6.341541,33.000000,98.253355,-0.803996,0.008444,0.000000,300.735814,33.000000,177.442508,-19.180039,-20.645435
3.850000,99.586351,100.935659,-0.782204,0.008029,26.677563,0.004127,-0.001971,-0.000213,0.382080,-0.001533,-0.002965,-0.046296,328.600293,-0.000725,-0.000582,-0.000229,-6.322437,33.000000,99.586351,-0.792799,0.008357,0.000000,299.403022,33.000000,177.758630,-21.298767,-21.095098
3.900000,100.920304,102.270445,-0.771273,0.007925,26.696610,0.004275,-0.002073,-0.000216,0.380929,0.002964,-0.002040,-0.046157,327.610379,-0.000063,-0.000628,-0.000241,-6.303390,33.000000,100.920304,-0.781704,0.008270,0.000000,298.069274,33.000000,178.073800,-21.461888,-21.980758
3.950000,102.255335,103.606181,-0.760458,0.007820,26.715599,0.004581,-0.002103,-0.000204,0.379781,0.006127,-0.000586,-0.045982,326.623448,0.000245,-0.000671,-0.000256,-6.284401,33.000000,102.255335,-0.770726,0.008181,0.000000,296.734574,33.000000,178.388020,-21.211533,-22.986193
4.000000,103.591194,104.942865,-0.749760,0.007716,26.734531,0.004900,-0.002082,-0.000189,0.378637,0.006367,0.000421,-0.045843,325.639490,0.000301,-0.000721,-0.000272,-6.265469,33.000000,103.591194,-0.759858,0.008092,0.000000,295.398924,33.000000,178.701293,-21.053995,-23.792011
4.050000,104.928002,106.280493,-0.739181,0.007614,26.753405,0.005138,-0.002039,-0.000177,0.377496,0.004760,0.000845,-0.045709,324.658497,0.000238,-0.000784,-0.000285,-6.246595,33.000000,104.928002,-0.749094,0.008002,0.000000,294.062326,33.000000,179.013623,-21.036178,-24.266511
4.100000,106.265883,107.619063,-0.728725,0.007514,26.772223,0.005267,-0.001998,-0.000170,0.376358,0.002598,0.000827,-0.045569,323.680459,0.000136,-0.000842,-0.000296,-6.227777,33.000000,106.265883,-0.738454,0.007910,0.000000,292.724785,33.000000,179.325012,-21.109442,-24.432428
4.150000,107.604580,108.958573,-0.718394,0.007416,26.790984,0.005309,-0.001967,-0.000167,0.375224,0.000830,0.000621,-0.045427,322.705369,0.000056,-0.000911,-0.000304,-6.209016,33.000000,107.604580,-0.727928,0.007818,0.000000,291.386302,33.000000,179.635463,-21.180865,-24.390977
4.200000,108.944217,110.299019,-0.708189,0.007319,26.809689,0.005297,-0.001947,-0.000167,0.374094,-0.000236,0.000396,-0.045285,321.733217,0.000011,-0.000995,-0.000309,-6.190311,33.000000,108.944217,-0.717510,0.007725,0.000000,290.046880,33.000000,179.944978,-21.207139,-24.247887
4.250000,110.284922,111.640398,-0.698109,0.007222,26.828338,0.005259,-0.001938,-0.000168,0.372967,-0.000765,0.000179,-0.045146,320.763993,-0.000021,-0.001075,-0.000312,-6.171662,33.000000,110.284922,-0.707221,0.007631,0.000000,288.706523,33.000000,180.253561,-21.225424,-24.078794
4.300000,111.626431,112.982707,-0.688154,0.007125,26.846930,0.005216,-0.001937,-0.000170,0.371843,-0.000849,0.000023,-0.045010,319.797689,-0.000032,-0.001165,-0.000314,-6.153070,33.000000,111.626431,-0.697049,0.007536,0.000000,287.365232,33.000000,180.561215,-21.230171,-23.933817
4.350000,112.968872,114.325945,-0.678324,0.007028,26.865466,0.005183,-0.001940,-0.000171,0.370723,-0.000668,-0.000066,-0.044874,318.834297,-0.000030,-0.001268,-0.000315,-6.134534,33.000000,112.968872,-0.686989,0.007440,0.000000,286.023012,33.000000,180.867941,-21.228142,-23.835462
4.400000,114.312375,115.670107,-0.668619,0.006930,26.883946,0.005160,-0.001948,-0.000173,0.369606,-0.000471,-0.000154,-0.044741,317.873806,-0.000038,-0.001359,-0.000315,-6.116054,33.000000,114.312375,-0.677065,0.007343,0.000000,284.679864,33.000000,181.173744,-21.270206,-23.785994
4.450000,115.656671,117.015191,-0.659040,0.006832,26.902371,0.005149,-0.001959,-0.000175,0.368493,-0.000212,-0.000211,-0.044608,316.916209,-0.000036,-0.001458,-0.000315,-6.097629,33.000000,115.656671,-0.667259,0.007245,0.000000,283.335791,33.000000,181.478626,-21.332342,-23.787031
4.500000,117.002026,118.361195,-0.649586,0.006734,26.920740,0.005152,-0.001970,-0.000176,0.367383,0.000069,-0.000235,-0.044475,315.961497,-0.000030,-0.001565,-0.000314,-6.079260,33.000000,117.002026,-0.657569,0.007147,0.000000,281.990797,33.000000,181.782589,-21.405985,-23.833708
4.550000,118.348167,119.708115,-0.640257,0.006635,26.939054,0.005164,-0.001985,-0.000178,0.366276,0.000236,-0.000286,-0.044343,315.009662,-0.000039,-0.001654,-0.000314,-6.060946,33.000000,118.348167,-0.648023,0.007048,0.000000,280.644884,33.000000,182.085636,-21.531289,-23.916032
